shap_somme_assuree,shap_nb_salaries,shap_historique_sinistres,shap_branche_prevoyance,shap_branche_rc,shap_branche_sante,shap_zone_geo_Cotier,shap_zone_geo_Paris,shap_zone_geo_Province,shap_secteur_btp,shap_secteur_industrie,shap_secteur_sante,shap_secteur_services
-0.08027575,0.3007065,-0.0192543,-0.17643614,-0.008356582,0.0057347436,-0.12236748,0.0012685928,-0.04986183,-0.031700008,0.002322444,0.0046800496,-0.004458588
0.15419753,-0.054590456,-0.019357957,0.09988861,0.0014998456,0.01471504,0.22728659,0.002270392,0.018093625,-0.007137861,0.004673961,0.0070427433,-0.0033388697
-0.11990283,-0.05812643,-0.034150977,-0.16168424,0.0012329728,-0.023949858,-0.101368956,0.0023171117,-0.021679375,0.102121204,0.0025643213,0.00408969,0.0005006378
-0.12628977,-0.034804154,-0.033587925,-0.16305947,0.0012329728,-0.023949858,-0.106772766,0.0014376752,-0.024097346,0.102325365,0.0026183878,0.004037986,0.0005565022
-0.108758576,-0.029107722,-0.055013247,0.13167556,0.0021203356,0.007687708,-0.10123953,-0.0035417024,0.015227809,0.041804876,0.0019289129,0.0086533725,0.0003074411
0.23163223,0.19199118,0.0017806763,0.102674894,0.0022720767,0.008762108,0.2019335,0.003289923,0.017013026,-0.0063141463,0.007676595,0.0006529706,-0.0055967607
-0.12246316,-0.1251479,-0.033772253,-0.20583366,0.0012731489,-0.024633478,-0.11531573,-0.0027976024,0.023201885,-0.026449706,0.0025227924,0.0026535448,-0.001332456
-0.1873123,0.059475206,0.07188228,-0.20494327,0.0031273877,-0.02010667,-0.07067879,-0.0016855393,0.023771523,-0.029516714,0.0018634638,0.0044364817,0.0044652224
0.40223208,-0.03607485,-0.023587873,0.1435327,0.002845658,0.00700786,-0.06998123,0.0016664884,-0.026561705,-0.013535597,-0.0403553,-0.0025884558,0.00031214755
1.022423,0.00022391242,-0.16385467,-0.14856355,-0.007944438,0.0046006152,-0.100636885,0.0036041352,-0.023725254,-0.020912617,0.0380803,-0.000159569,-0.0011706174
-0.09617486,0.008159883,0.15273476,0.10146547,0.0017602867,0.017929718,0.25976866,0.001973235,0.021673448,0.03659134,-0.0036795265,0.012086695,0.004287279
-0.05847985,-0.35646442,0.06788983,-0.121137865,-0.0025900183,-0.06366561,0.35733077,0.0038591658,0.024609445,-0.013599599,-0.027675364,-0.0053968104,0.002330082
-0.12711947,-0.04156642,-0.034264725,-0.19141033,0.0012329728,-0.024633478,-0.10977279,0.0013226309,-0.043815337,-0.034687173,0.0026183878,0.004017603,-0.001332456
-0.1073537,-0.31283697,-0.023862157,-0.13024564,0.0036833915,0.020473098,0.41149363,0.005101292,0.02151019,-0.021870974,-0.025530122,-0.00562596,0.0019647772
-0.040571675,0.30813864,-0.006000143,0.061786983,0.0014776669,0.020056857,0.30770603,0.0027452777,0.0284522,-0.004651537,-0.011934532,0.011620048,0.0033313325
-0.08077995,0.32420003,-0.005574994,0.10747241,0.0020579807,0.0065963683,-0.098475076,0.0014613272,-0.055411186,-0.019820523,0.0019309246,0.00924257,-0.0043283673
-0.10402234,-0.033656057,-0.03667029,0.13796386,0.0020512477,0.008076297,-0.09815464,0.001484165,-0.043888316,-0.016142922,-0.014161616,0.0075504617,0.0003074411
-0.07133043,-0.03230407,-0.039295774,-0.18071467,0.0012442374,-0.025084376,-0.11662114,-0.0024880003,0.02162085,-0.019213248,-0.014926496,0.0038463287,0.0005006378
0.23467614,-0.048047997,-0.032954235,0.12946275,0.002091424,0.007939677,-0.07391928,-0.0034622531,0.016533826,-0.009535293,0.005068952,-0.038957156,0.0002233336
-0.08893876,-0.020552903,0.1132764,-0.19111796,0.0034966592,-0.019154673,-0.10439486,-0.0009542367,0.025971519,-0.017196612,0.0019175305,0.0038330771,-0.0020923337
-0.12572291,-0.034774404,-0.03418453,-0.16305947,0.0012329728,-0.023949858,-0.106772766,0.0014376752,-0.024097346,0.102325365,0.0026183878,0.004037986,0.0005565022
-0.08258447,-0.2554791,-0.026348993,-0.13303633,-0.0013925915,-0.06816635,0.35229355,0.008432002,0.021649072,-0.027689988,0.0045206468,0.0013846928,-0.0038204696
0.43613163,0.03751493,-0.024134332,0.143866,0.002845658,0.006367646,-0.044350702,0.002972757,-0.024890553,-0.01276826,0.008189595,-0.0063692434,0.001398175
0.5565731,-0.06519529,-0.019011974,0.14306007,0.00222112,0.0071931393,-0.06842904,-0.0058858916,0.012775476,-0.009226661,0.021937987,-0.0038396404,-0.0010165701
-0.12729609,-0.049590558,-0.031480473,0.15017444,0.0020801595,0.007972845,-0.09751392,0.0015809078,-0.047204524,-0.021174077,0.002031006,0.008652012,-0.0012022353
-0.11490639,0.1058622,-0.046303507,0.14952683,0.0020798917,0.008631888,-0.08319075,0.0016430775,-0.0442677,-0.021885565,0.001970442,0.009124739,-0.0018315489
-0.0979001,-0.020749677,-0.059545603,0.15298893,0.0021203356,0.008100932,-0.103980936,-0.003028322,0.025791628,-0.013074344,-0.01336691,0.0086533725,0.0003074411
-0.110965446,-0.02388363,0.17741466,0.11749214,0.003250519,0.0058208555,-0.08463455,0.00011643517,-0.03904215,0.06256814,-0.0031665256,0.008633705,0.0025823482
-0.087942705,-0.048649717,-0.05565069,-0.19102983,0.0012731489,-0.023534847,-0.10604871,-0.0024688302,0.022573292,-0.02594497,-0.014261418,0.0041526463,0.0005006378
-0.17734474,-0.10783169,-0.02993245,-0.2033461,-0.008287385,0.008425177,-0.1259147,0.0013226309,-0.04359711,-0.03663295,0.0024765923,0.0030734069,-0.0021523556
0.46780747,0.0140806055,0.13394892,-0.19799542,0.0038360048,-0.0176141,-0.07898184,-0.0029093614,0.01898968,-0.017022494,0.0071512195,-0.002817512,0.0008376994
-0.10406012,-0.03492783,-0.053787548,0.12646484,0.0020512477,0.007948856,-0.100437485,0.0016822834,-0.044175856,-0.016037468,0.0020216638,-0.05884947,0.0002744915
0.259512,-0.039891407,0.21120098,-0.14497007,0.002353025,-0.01957018,-0.07207936,-0.00035915943,-0.042416476,-0.02503601,0.004521223,-0.015913213,0.0008376994
-0.07576183,-0.31283018,-0.038116883,-0.18796048,-0.0045398423,0.008342004,-0.13108644,0.0037520188,-0.039191663,-0.03640961,-0.026685977,-0.00013302185,-0.00087919866
0.69641185,-0.04424647,0.16339093,-0.13371919,0.0024589503,-0.016950965,-0.062864006,-0.0001225086,-0.030879214,-0.018998714,0.023992313,-0.009222753,-0.0019066937
-0.10374529,-0.053897712,-0.05587429,0.14922453,0.0020801595,0.008100932,-0.09693957,0.0014922965,-0.046250444,-0.017150503,-0.013811992,0.008715168,0.0003074411
-0.1564543,0.3383961,-0.0043761423,-0.15013771,-0.008440982,0.0062832637,-0.118653625,0.0012030503,-0.051766735,-0.032282174,0.002322444,0.005099912,-0.014620385
-0.096036285,-0.06410314,-0.029501585,0.12341314,0.0015501534,0.020144204,0.2866416,0.0030156388,0.025776383,-0.012366894,0.0015692273,0.011797012,-0.0048933444
0.34701523,-0.056253143,-0.10204762,-0.18714637,0.0020386472,-0.023694355,-0.08911978,-0.004045349,0.013911208,-0.01934195,-0.0312574,-0.00036867426,0.00044947997
-0.09624504,0.090333834,-0.03591653,0.14152196,0.002091424,0.007049878,-0.0811049,-0.0029780464,0.02207837,-0.008226898,-0.013344364,0.008163322,0.00036330544
-0.1527724,-0.044101685,-0.039668974,0.13928325,0.0020798917,0.009493908,-0.08923224,0.0017055715,-0.046763428,-0.022477059,0.0020245085,-0.0607873,0.00031050004
-0.11962096,-0.03648238,-0.03563111,0.12854317,0.0021203356,0.0076630726,-0.09770627,-0.0034914273,0.014743351,0.041857768,0.0019894768,0.008569518,0.0003074411
-0.1081221,-0.095469825,-0.033387706,0.15185091,0.0020512477,0.008076297,-0.100045815,0.001484165,-0.043888316,-0.01619098,-0.014161616,0.0067374683,0.0003074411
-0.1578505,-0.08085164,-0.029938439,-0.13011411,0.00077098527,-0.0684025,0.21829791,0.002703324,0.021807807,-0.026850997,0.0027398344,-0.04893402,0.0005070529
-0.13368633,-0.037810553,-0.025450468,-0.13230346,0.00077098527,-0.06297587,0.31636062,0.003328032,0.013177457,0.07959769,0.0028362975,0.0068096602,0.0021339194
-0.15264778,-0.040644106,-0.035077892,-0.20407674,-0.008494042,0.008577255,-0.12304496,-0.0024185549,0.023372175,-0.02779464,-0.014465322,0.004457848,0.00081654935
-0.16693254,-0.050639935,-0.03382989,-0.19940075,0.001232705,-0.030494,-0.10246639,0.0013226309,-0.042673953,-0.039045367,0.002615543,0.004499261,-0.0020570622
0.3254987,0.14374459,-0.08879893,0.1379712,0.002158765,0.006495733,-0.074891225,0.0016746199,-0.029335314,-0.013020037,-0.03311344,-0.0016190314,0.0014311245
-0.118588835,-0.027318083,-0.03689726,0.1568173,0.0021212269,0.008624816,-0.10304751,0.0014449591,-0.048789352,-0.02185945,-0.014161616,0.009030461,0.0005674881
-0.13988739,-0.058045853,-0.03596542,0.12751223,0.002091424,0.0077116974,-0.09154298,-0.0050491774,0.013064648,0.023636358,0.0019866321,0.008163322,0.00036330544
-0.123349786,-0.033870384,-0.038478926,-0.17250673,0.0012731489,-0.023949858,-0.108677246,-0.0039041513,0.012359315,0.08164198,0.0025227924,0.004037986,0.0005006378
-0.11223092,-0.012212764,0.12075197,0.14681071,0.0043438454,0.0060820035,-0.08570835,-0.0010246909,0.028271474,-0.007222256,-0.0032219575,0.0073826364,-0.0048784846
-0.12944017,0.053963304,-0.033417184,-0.18912147,0.001254369,-0.0216544,-0.079248786,0.0013226309,-0.039792094,-0.0337454,0.0025643213,0.004177533,-0.00012847925
-0.1330086,0.34231475,-0.004895783,-0.12286593,-0.008164534,0.0055665383,-0.1205358,0.0018902526,-0.033901393,0.101975635,0.002322444,0.0050914646,0.0050254376
-0.104674436,-0.32115132,0.065464824,-0.1326112,-0.0014835934,-0.059322804,0.33636832,0.0071898764,0.025841964,-0.021958744,0.0039153844,-0.0053568734,-0.004628689
-0.14709598,-0.04429947,-0.011161084,-0.1604145,-0.0064038937,0.02253939,0.350494,0.0025758315,0.023171583,-0.02407155,-0.01346164,0.006545997,0.001909881
-0.099037886,-0.07053271,-0.023596635,-0.14409856,0.0007712531,-0.062701404,0.23553829,0.0026492856,0.021755619,-0.021526484,0.0027822307,0.006265879,-0.001807391
-0.1623723,0.2248352,-0.011611839,0.14670065,0.002057713,0.008354444,-0.0990297,0.0015153653,-0.05731609,-0.021044398,0.0019309246,0.009672523,-0.014299577
-0.106492996,-0.058060467,-0.035639953,-0.19368692,-0.00868609,0.007263298,-0.11986777,-0.0024880003,0.021954777,-0.024801346,-0.014436965,0.00408969,0.0005006378
-0.099283665,-0.11591445,-0.05044227,0.15648551,0.0021015557,0.008052307,-0.104773656,0.0014530906,-0.047037914,-0.02194664,-0.013840348,0.0077192676,0.0005674881
-0.11778067,-0.032713413,0.11124395,0.13778993,0.0039832615,0.005014923,-0.0871362,0.00026026927,-0.036318768,0.062112834,-0.0031804286,0.009058308,0.0025823482
-0.17372674,-0.062081542,-0.03371292,-0.19945605,0.001232705,-0.030494,-0.10121031,0.0013226309,-0.042673953,-0.039015613,0.002615543,0.004499261,-0.0021523556
0.48521802,0.0062908893,-0.014589911,0.13968153,0.00222112,0.0061667203,-0.045272138,-0.0058858916,0.011949672,-0.00871537,0.020186555,-0.0026088385,0.00081671984
-0.09320098,0.18012205,-0.025101677,0.13300698,0.0021203356,0.006897802,-0.09184644,-0.0032876485,0.027050233,-0.013387113,0.0018353292,-0.065579996,0.001505197
-0.11512443,-0.02430923,-0.036487844,0.1568605,0.0021015557,0.0081249215,-0.10231328,0.0014449591,-0.048789352,-0.021712312,-0.014161616,0.009030461,0.0006233524
-0.17244102,-0.09179152,0.093402125,-0.20077986,0.0034328043,-0.023559043,-0.10324264,-0.0008847912,0.027499152,-0.030191716,0.0019127575,-0.020543208,0.0011489043
-0.11605422,-0.037890673,-0.036217235,0.13658243,0.0021417318,0.0077116974,-0.09922591,-0.0043941974,0.014446606,0.042252023,0.0019866321,0.009092256,0.0005674881
-0.14178303,-0.045210645,-0.035073,0.15945125,0.0021200678,0.009730922,-0.0982403,-0.0032876485,0.025010426,-0.014357442,0.0019866321,0.009071874,-0.0018315489
-0.12113524,-0.0413737,-0.03548181,0.15383185,0.0021203356,0.007972845,-0.100289576,-0.0031919305,0.024958238,-0.013588298,0.0019866321,0.00864192,-0.0011069422
0.30284724,0.032638073,-0.019983768,0.09365145,0.0022942554,0.009453097,0.20728835,0.0043647788,0.010010506,0.016151626,0.00881356,-0.0008161635,0.0010894693
-0.14788938,-0.40858248,-0.033968125,-0.14465687,0.0018011838,0.006114685,-0.13396603,-0.018239314,0.009165042,0.05755773,0.0027087305,-0.006688187,-0.0010833814
-0.20876378,0.103279345,-0.03785424,-0.15194705,0.0012442374,-0.020811353,-0.09141353,-0.0045591313,0.009938261,0.056369644,0.0024263293,0.0039492045,0.002457925
-0.13262518,-0.038410015,-0.031233037,0.15110165,0.0020801595,0.007972845,-0.09925035,0.0015809078,-0.047204524,-0.021174077,0.0020850725,0.008590217,-0.0012022353
-0.12259387,0.2846315,0.0013058794,0.06906476,0.0015063105,0.019155521,0.27728534,0.0035832603,0.02162574,0.03726419,0.0014179244,0.012555345,0.006308079
-0.13543235,-0.03115431,0.08503868,-0.2008878,-0.019063814,0.004682099,-0.10785161,-0.00042712054,-0.049531575,-0.033321876,0.0013327183,0.0041435836,-0.0028169402
-0.124752894,-0.027035868,-0.03454,-0.16231269,-0.00863491,0.006850073,-0.11871603,-0.0045591313,0.0109428475,0.056568936,0.002380997,0.0039172033,0.0005006378
-0.13830063,0.28404695,-0.008226681,0.107231654,0.002097889,0.008698287,-0.09681712,-0.0032242713,0.030055381,-0.01396483,0.0018353292,-0.069804944,0.004799291
-0.16974887,0.19535275,0.06916092,0.14059013,0.0037400501,0.0070787244,-0.080639265,-0.0009552454,0.033610355,-0.01327577,-0.0033761046,-0.06751065,0.0065267645
-0.115842365,0.23908968,-0.002467604,0.11370636,0.0015476457,0.020950142,0.29883683,0.0028960584,0.030954497,-0.012659922,0.0014179244,0.012633295,-0.016493134
-0.16995654,-0.041776516,-0.036218595,-0.19763246,0.001272881,-0.029037848,-0.108609535,-0.0027976024,0.023254072,-0.031408746,0.0025227924,0.0038864005,-0.0020570622
-0.101343215,0.0025155484,0.08325554,0.12040111,0.0037811787,0.018639674,0.27333748,0.0015630851,0.030511772,-0.010992966,-0.0036393623,0.01146093,-0.007844989
-0.14420398,-0.02221102,0.10573279,0.13394396,0.003942194,0.0058208555,-0.087452695,0.0006300418,-0.035782818,0.047461223,-0.0031263616,0.008566559,0.0023223013
-0.11654063,-0.14079832,-0.037776403,-0.19369797,0.0012731489,-0.025084376,-0.11292392,-0.0024880003,0.022670064,-0.025714172,-0.014926496,0.002663836,0.0005565022
-0.1684035,-0.036594227,-0.03382989,-0.20017889,0.001232705,-0.029037848,-0.10861218,0.0013226309,-0.044137843,-0.039045367,0.0026183878,0.004437465,-0.0020570622
-0.18663774,-0.026088526,0.10221562,-0.17102002,0.0030660958,-0.019154673,-0.11464287,-0.0003879147,-0.049360573,-0.026014622,0.0020131257,-0.029057309,0.0008888573
-0.12088566,-0.021974353,-0.051268395,0.14989159,0.0020801595,0.007948856,-0.10288621,0.0015890393,-0.048668414,-0.021299938,0.0020245085,0.00863299,-0.0011069422
-0.111845635,-0.023686346,-0.055705685,0.15769818,0.0021417318,0.007900231,-0.100985765,-0.003337924,0.02535936,-0.014031594,0.0019289129,0.008741216,-0.0018315489
-0.14357555,-0.035978384,0.098577194,-0.18362138,0.003116404,-0.019154673,-0.0958338,-0.00042712054,-0.052331153,-0.03426446,0.0020131257,-0.029997034,0.0011489043
-0.13631445,-0.04069976,0.11333381,0.14222193,0.003942194,0.0061306283,-0.08301064,-0.00041847714,-0.05527879,-0.019986808,-0.0031292064,-0.06191055,0.0022893518
-0.11160158,0.17556049,-0.031643786,-0.1814439,0.0012107941,-0.0216544,-0.11028029,0.0013618368,-0.044716813,-0.031948507,0.0024642402,0.0044211,-0.0041076723
-0.13725947,-0.41734868,0.15711373,0.12166914,-0.0016500009,0.005189813,-0.09605632,0.0052596107,-0.052827235,-0.015133911,-0.0014821766,-0.002558196,-0.0023677673
-0.1485886,0.1456625,-0.025157133,0.15073451,0.002057713,0.008655878,-0.10351218,0.001634946,-0.052965023,-0.021044398,0.0019309246,0.009423666,-0.011895027
0.92572504,0.18730347,0.0011670082,0.086600974,0.0019655214,0.005269005,-0.058844797,-0.007407096,0.012048421,0.022872329,0.031733632,-0.0006180253,0.001478947
0.05679081,-0.6119458,-0.024915092,-0.14154883,-0.007032036,0.0062712925,-0.10067601,-0.01815564,0.007078789,0.060030043,0.006189765,-0.0041424665,0.00050534436
-0.07063698,0.16381297,-0.05059535,-0.17586455,0.0012442374,-0.021645522,-0.11345504,-0.0029173233,0.022985043,-0.017600453,0.002308081,0.00433348,-0.0041076723
-0.22410268,-0.051761612,0.057492442,0.15613008,0.0035440112,0.004689052,-0.08347172,0.0003027827,-0.052195113,-0.021163924,-0.0031263616,-0.058059752,0.00019666516
-0.16231121,-0.036575194,-0.050623458,-0.19816367,0.001232705,-0.02902897,-0.10958704,0.0013307624,-0.043936275,-0.039742313,0.0025578241,0.0044903303,-0.0020570622
-0.12683101,-0.048266236,-0.031872734,0.15633267,0.0021203356,0.0079242205,-0.097838975,-0.0033570942,0.024317287,-0.013056947,0.0019894768,0.0076745646,-0.0012022353
-0.16930617,-0.023629162,-0.03194309,-0.19535325,-0.008494042,0.008425177,-0.11899358,-0.0027976024,0.023167374,-0.028395481,0.002380997,0.0038864005,-0.0021523556
-0.0886207,0.035200115,-0.038205482,-0.1574303,0.0012442374,-0.0216544,-0.082663305,-0.0028670481,0.019309422,-0.018438108,0.002468726,-0.029559445,-0.0013679609
-0.15148444,-0.01696079,-0.034584265,0.16048545,0.0021200678,0.009730922,-0.099413484,-0.0032876485,0.025843816,-0.014327685,0.0019894768,0.009010079,-0.001926842
0.3778375,0.011900139,-0.10456687,-0.18996587,0.0013739334,-0.023243459,-0.09648249,-0.006653156,0.014744599,-0.01934195,0.0069437213,-0.0011142881,-0.001242084
-0.08607967,0.19581114,-0.014774364,-0.14114204,-0.0064730905,0.019034723,0.37295982,0.0027425296,0.024284463,-0.020577393,0.0018094436,0.0067907567,-0.0065111895
-0.10425198,-0.068128794,-0.038373735,0.15084492,0.0013193269,0.0079242205,-0.10493774,-0.0033570942,0.024408897,-0.008024491,0.0018685306,0.0062111695,-0.004134531
-0.08797314,0.18858531,-0.019858342,0.12315725,0.0020579807,0.006636654,-0.10234078,0.0017499903,-0.034471318,0.060196683,0.0019309246,0.009014096,0.0015381468
-0.101384,-0.10312119,0.09845897,-0.22318777,0.0038309873,-0.021374712,-0.10506742,-0.00050574396,0.027446965,-0.025232676,-0.014454572,0.0021638565,0.0009218069
-0.124315545,-0.05305963,-0.051959403,-0.19503634,0.001254369,-0.024784029,-0.10786773,0.0013307624,-0.042673953,-0.03497675,0.0025549794,0.0042303978,-0.0020570622
-0.14129268,-0.04245314,-0.034296636,-0.16329215,0.0012329728,-0.02309283,-0.09879719,0.0013618368,-0.042553023,-0.03359786,0.0025643213,-0.030508501,0.0004676882
0.31552684,0.038644716,-0.09903119,-0.18346505,-0.00925257,0.0054820315,-0.071654394,-0.006653156,0.012889577,-0.01896529,0.005664963,-0.00038905712,-0.0040173
-0.13217807,-0.047897026,-0.031868905,0.15013121,0.0020801595,0.007972845,-0.09693198,0.0016741519,-0.046250444,-0.017054398,0.0020822277,0.00864192,-0.0011069422
-0.07648646,0.2834853,-0.020146515,-0.18149474,-0.008356582,0.0057347436,-0.12236748,0.0013226309,-0.045510758,-0.03209524,0.002322444,0.0046800496,-0.004458588
-0.052968234,-0.21658252,-0.0380184,-0.13864103,-0.0013925915,-0.06815747,0.36078098,0.008440133,0.021649072,-0.027786095,0.00469716,0.0006616303,-0.0038204696
-0.04975224,-0.24310428,0.22020672,-0.1734406,0.0003102416,-0.018578023,-0.101238206,-0.0069919117,0.027252352,-0.026911298,0.0019117042,0.0022261918,-0.0028169402
-0.16886738,0.23377992,-0.011105551,0.1451435,0.002057713,0.008354444,-0.09765998,0.001634946,-0.05731609,-0.02101464,0.0019309246,0.009672523,-0.014394871
-0.06473317,-0.23640712,-0.03771704,-0.18774544,-0.0073065106,0.008577255,-0.13389523,-0.006406883,0.021247271,-0.028573563,-0.016435323,0.0022704268,0.00081654935
0.42859632,0.12614365,-0.025710775,0.12928057,0.0021989413,0.0063187964,-0.069254,-0.0024591596,0.013732667,-0.008372458,-0.2391732,-0.0022326168,0.0013906928
-0.128046,-0.32143894,-0.04056272,-0.17807905,-0.0003408671,-0.024633478,-0.11785316,-0.012727723,0.020749962,-0.021836061,0.002741939,0.000380921,-0.0014277492
0.41894323,-0.05726623,-0.02292897,0.14216866,0.00222112,0.0073938407,-0.06414983,-0.003278084,0.012884607,-0.008889672,-0.10870789,-0.0025884558,0.00031214755
0.38843328,0.020950723,0.21884897,-0.14984657,0.0022132953,-0.0161944,-0.068612315,-0.0037028757,0.014669885,0.054710787,0.006926247,-0.00203782,0.000870649
-0.096016824,-0.022113547,-0.059545603,0.15350829,0.0021203356,0.008052307,-0.10037725,-0.003028322,0.025259808,-0.013074344,-0.01336691,0.0086533725,0.0003074411
-0.11679106,-0.013097144,-0.021025665,-0.14432275,-0.0065959413,0.019685429,0.37095597,0.0027425296,0.02355412,-0.01720961,0.0019635917,0.0061939927,-0.0037359744
0.74287724,0.028636245,0.17171782,0.11525521,0.0039701196,0.0053995475,-0.054731768,-0.0015917068,0.018118668,-0.0076377555,0.032546364,-0.002787656,-0.004716646
-0.11224667,-0.058157787,-0.034985013,-0.19151013,0.0012329728,-0.025243804,-0.10265265,0.0011718498,-0.042553023,-0.03359786,-0.015371578,0.00408969,0.0005006378
-0.12069605,-0.048328865,-0.03593885,0.14434014,0.002091424,0.00738594,-0.09558823,-0.0033570942,0.024426417,-0.00830106,0.0019354103,0.00814294,-0.0012022353
-0.13971375,-0.37210578,-0.033548452,-0.18099266,-0.002339098,-0.022004398,-0.121176995,0.0070905155,-0.038461376,-0.033819743,0.0043027373,-0.0065978784,0.0010829682
-0.17988676,-0.039643634,-0.033024177,-0.1972614,0.001232705,-0.029037848,-0.10950483,0.0013226309,-0.043936275,-0.03964621,0.0026183878,0.004437465,-0.0020570622
-0.14168958,-0.030281747,-0.035705518,0.1585121,0.0020798917,0.009438879,-0.1007205,0.0014449591,-0.048789352,-0.022272488,-0.014161616,0.009030461,0.0005674881
0.47812468,0.00490864,-0.01947963,-0.1871282,-0.009045914,0.0063801394,-0.09421875,0.0033353667,-0.027033148,-0.02287375,0.009174509,-0.0017319196,-0.001242084
0.25812617,-0.00011722781,-0.09584972,0.09580772,0.0016295416,0.010506423,0.2136858,0.0021113672,0.014372739,-0.008013076,-0.036716785,-0.0017327203,0.0010894693
-0.10102949,0.08406343,0.151603,0.13680069,0.0032701902,0.0054062563,-0.07003281,-0.0005082731,-0.055352893,-0.020170517,-0.0032205926,0.009037926,-0.005603091
-0.12816544,0.16596365,-0.031482726,0.13181205,0.0020981568,0.006897802,-0.09737349,-0.0033570942,0.026518412,-0.008654896,0.0018353292,-0.065543145,0.0014493328
-0.07442052,-0.036028646,-0.0393515,-0.17806882,0.0012442374,-0.025084376,-0.11662114,-0.0024880003,0.021521641,-0.019213248,-0.014926496,0.0038463287,0.0005006378
-0.09945242,0.15204264,0.102752745,0.15735598,0.003942194,0.0061587,-0.083462924,-0.0005152201,-0.058075737,-0.019067975,-0.0019961733,0.0087434035,0.0029857177
-0.14500521,-0.033261877,-0.043020554,0.14473563,0.0021200678,0.009493908,-0.089413695,-0.0034129245,0.025710657,-0.014453548,0.0019289129,-0.064380296,0.00031050004
-0.13149609,-0.027702654,-0.030694237,0.14530276,0.0020801595,0.0079242205,-0.09819804,0.0015809078,-0.046916984,-0.021312298,0.0020850725,0.008039152,-0.0011069422
-0.14547403,-0.039577506,-0.031051502,0.15760505,0.0020798917,0.009730922,-0.094558835,0.001634946,-0.047325462,-0.022272488,0.0020822277,0.009071874,-0.0018315489
-0.10498572,-0.021152651,-0.05577144,0.15460292,0.0021203356,0.007948856,-0.10286233,-0.003337924,0.025791628,-0.013780122,0.0019289129,0.008643081,-0.0011069422
-0.16448295,-0.016406378,0.102642186,0.16444199,0.0035440112,0.0074445857,-0.08966163,-0.00036443898,-0.05686361,-0.021055462,-0.0031263616,0.008976131,-0.005603091
-0.16078648,-0.13606684,0.06760899,-0.20585586,-0.019107884,0.0065829623,-0.11963705,-0.00042712054,-0.050614867,-0.034234587,0.0013867847,0.003039458,-0.0028169402
0.48735344,0.018896397,0.17884172,0.13801485,0.0042042704,0.0056004734,-0.05551565,-5.4628515e-05,-0.039110787,-0.01247683,0.0040749605,-0.003368189,0.002238194
-0.12301225,0.047470924,-0.022100708,0.1564761,0.0021200678,0.008886972,-0.06591025,-0.0033626491,0.02329364,-0.014183139,0.001893014,0.009043044,0.0006069067
