somme_assuree,nb_salaries,historique_sinistres,branche_prevoyance,branche_rc,branche_sante,zone_geo_Cotier,zone_geo_Paris,zone_geo_Province,secteur_btp,secteur_industrie,secteur_sante,secteur_services
154602.0,67,0,False,False,True,False,True,False,False,True,False,False
4740.0,215,3,False,True,False,False,True,False,False,True,False,False
1116469.0,419,0,True,False,False,False,True,False,False,False,False,True
293374.0,303,2,True,False,False,True,False,False,False,False,False,True
151126.0,45,0,True,False,False,False,False,True,False,False,True,False
198018.0,239,2,True,False,False,False,True,False,False,False,False,True
79480.0,236,2,True,False,False,False,True,False,False,False,True,False
341088.0,192,0,False,False,True,False,False,True,True,False,False,False
33911.0,271,2,False,True,False,True,False,False,False,True,False,False
203472.0,140,4,True,False,False,False,False,True,True,False,False,False
319301.0,74,0,False,True,False,True,False,False,False,False,False,True
128232.0,389,1,False,False,True,False,False,True,False,True,False,False
49533.0,195,0,False,False,True,False,True,False,False,False,False,True
51073.0,126,1,False,False,True,False,False,True,False,False,False,True
216222.0,195,1,True,False,False,True,False,False,False,False,True,False
367420.0,283,2,False,True,False,True,False,False,False,False,True,False
17157.0,160,4,True,False,False,False,True,False,False,True,False,False
304500.0,361,1,False,True,False,False,True,False,True,False,False,False
84809.0,422,2,False,True,False,False,True,False,False,True,False,False
129137.0,160,0,True,False,False,True,False,False,False,True,False,False
518840.0,335,1,True,False,False,False,True,False,False,True,False,False
102813.0,475,5,True,False,False,False,False,True,False,True,False,False
141522.0,104,2,True,False,False,False,True,False,False,False,False,True
292744.0,143,2,False,True,False,False,False,True,False,False,True,False
276121.0,171,0,False,False,True,False,True,False,False,False,True,False
148742.0,53,0,False,True,False,False,True,False,True,False,False,False
521547.0,292,0,False,False,True,False,False,True,True,False,False,False
358178.0,61,3,False,False,True,False,True,False,False,True,False,False
237310.0,435,3,False,False,True,False,False,True,False,False,False,True
581264.0,290,4,True,False,False,False,False,True,False,False,False,True
479009.0,83,1,True,False,False,False,False,True,False,False,False,True
47959.0,304,3,False,False,True,False,False,True,False,False,False,True
44216.0,247,0,True,False,False,False,True,False,True,False,False,False
70158.0,176,0,False,False,True,False,True,False,True,False,False,False
525112.0,149,1,True,False,False,False,False,True,False,True,False,False
24549.0,148,4,False,False,True,False,True,False,False,False,False,True
261374.0,378,1,False,False,True,False,False,True,False,False,False,True
251463.0,244,1,True,False,False,False,True,False,False,True,False,False
656828.0,12,6,True,False,False,False,True,False,False,True,False,False
32472.0,380,0,False,False,True,True,False,False,False,False,False,True
51471.0,287,2,False,True,False,False,True,False,False,False,True,False
39403.0,13,2,True,False,False,False,False,True,True,False,False,False
85346.0,401,2,False,False,True,False,False,True,False,False,True,False
130681.0,279,0,True,False,False,False,True,False,False,True,False,False
40194.0,221,0,True,False,False,False,False,True,False,True,False,False
950548.0,225,0,False,True,False,False,False,True,False,False,False,True
33179.0,279,1,True,False,False,False,False,True,False,True,False,False
674816.0,25,0,True,False,False,False,True,False,True,False,False,False
478285.0,425,3,True,False,False,False,True,False,False,False,True,False
70790.0,73,0,True,False,False,True,False,False,False,False,True,False
245473.0,248,1,True,False,False,False,True,False,False,False,False,True
35142.0,469,0,False,False,True,False,False,True,False,False,False,True
485575.0,25,2,True,False,False,False,False,True,False,True,False,False
99590.0,28,2,True,False,False,False,False,True,False,False,True,False
37478.0,334,2,True,False,False,False,True,False,False,True,False,False
46805.0,102,1,False,True,False,False,True,False,False,False,True,False
618689.0,270,2,True,False,False,True,False,False,False,True,False,False
100368.0,307,2,False,True,False,False,True,False,False,False,True,False
132827.0,26,3,False,False,True,False,False,True,False,True,False,False
357419.0,120,3,False,False,True,True,False,False,False,False,True,False
1420902.0,337,2,False,False,True,False,False,True,False,False,False,True
50676.0,497,0,True,False,False,False,False,True,False,True,False,False
15818.0,103,0,False,False,True,False,True,False,True,False,False,False
2762197.0,19,3,True,False,False,False,False,True,False,False,True,False
204055.0,246,1,True,False,False,True,False,False,False,False,True,False
142974.0,498,3,True,False,False,True,False,False,True,False,False,False
476084.0,51,2,False,False,True,False,False,True,False,False,False,True
39223.0,416,1,False,False,True,False,True,False,False,False,False,True
110228.0,479,0,False,False,True,True,False,False,False,False,False,True
359829.0,386,0,False,False,True,False,False,True,False,True,False,False
300230.0,165,4,False,True,False,False,False,True,False,False,False,True
222887.0,182,2,True,False,False,False,False,True,False,False,True,False
105444.0,461,0,True,False,False,False,True,False,True,False,False,False
2834.0,33,2,False,False,True,False,False,True,False,True,False,False
94885.0,284,1,False,False,True,False,True,False,True,False,False,False
407047.0,84,3,False,False,True,False,False,True,False,True,False,False
101878.0,49,0,True,False,False,False,False,True,False,False,False,True
93016.0,311,1,False,False,True,False,False,True,False,True,False,False
46642.0,49,0,True,False,False,False,True,False,False,False,False,True
542552.0,71,4,False,False,True,False,False,True,False,False,False,True
314317.0,247,1,False,False,True,False,False,True,False,False,False,True
438229.0,496,1,True,False,False,False,False,True,False,True,False,False
20507.0,254,1,True,False,False,False,True,False,True,False,False,False
134250.0,27,1,True,False,False,True,False,False,False,False,True,False
116293.0,149,2,False,True,False,False,False,True,False,False,False,True
116229.0,407,1,False,True,False,False,False,True,False,True,False,False
77712.0,91,2,False,False,True,False,False,True,False,True,False,False
107439.0,198,2,True,False,False,False,True,False,False,False,True,False
16392.0,243,1,False,False,True,False,False,True,False,True,False,False
1373336.0,277,0,False,False,True,False,False,True,False,False,False,True
290863.0,113,2,True,False,False,False,False,True,True,False,False,False
154694.0,420,0,True,False,False,False,False,True,False,False,False,True
28504.0,353,1,True,False,False,False,False,True,True,False,False,False
73303.0,380,1,True,False,False,False,True,False,False,False,False,True
140746.0,42,4,True,False,False,False,True,False,True,False,False,False
837915.0,246,0,False,False,True,True,False,False,False,True,False,False
153922.0,383,1,False,True,False,False,False,True,True,False,False,False
279307.0,345,3,False,True,False,False,False,True,False,False,False,True
80218.0,187,4,False,False,True,False,False,True,False,False,False,True
291913.0,21,0,False,False,True,True,False,False,False,False,False,True
1217960.0,360,0,True,False,False,False,False,True,False,False,False,True
537472.0,450,0,False,False,True,False,False,True,False,False,False,True
147599.0,238,4,True,False,False,False,True,False,False,True,False,False
366073.0,318,1,False,False,True,True,False,False,False,False,False,True
325468.0,278,1,True,False,False,True,False,False,False,False,False,True
298912.0,387,1,True,False,False,True,False,False,True,False,False,False
618062.0,465,2,True,False,False,False,True,False,False,True,False,False
139722.0,140,2,True,False,False,False,True,False,False,False,False,True
351602.0,258,1,True,False,False,False,True,False,False,False,False,True
102774.0,457,1,False,True,False,True,False,False,False,True,False,False
53762.0,477,0,True,False,False,False,True,False,True,False,False,False
117784.0,67,0,False,False,True,False,True,False,True,False,False,False
148519.0,13,0,False,True,False,False,True,False,False,False,True,False
22161.0,245,1,False,True,False,False,True,False,False,False,False,True
5879.0,331,2,False,True,False,False,False,True,True,False,False,False
4230287.0,380,1,True,False,False,False,False,True,True,False,False,False
986832.0,45,2,True,False,False,False,True,False,False,False,True,False
118989.0,288,1,True,False,False,False,False,True,False,True,False,False
234115.0,284,2,False,False,True,False,True,False,False,True,False,False
80258.0,305,1,True,False,False,False,False,True,False,False,False,True
205077.0,337,2,True,False,False,False,False,True,False,True,False,False
136927.0,409,1,False,False,True,False,False,True,True,False,False,False
145346.0,67,2,True,False,False,False,False,True,False,False,False,True
202350.0,372,1,False,False,True,False,True,False,False,True,False,False
170669.0,45,1,False,False,True,True,False,False,False,False,False,True
198023.0,417,1,False,False,True,True,False,False,False,True,False,False
189970.0,138,1,False,True,False,False,True,False,False,True,False,False
125618.0,10,0,True,False,False,True,False,False,False,False,False,True
637576.0,73,0,False,False,True,True,False,False,True,False,False,False
106470.0,71,4,False,False,True,True,False,False,False,False,False,True
213799.0,375,1,True,False,False,False,True,False,False,False,False,True
147968.0,340,0,True,False,False,True,False,False,False,True,False,False
210524.0,155,2,True,False,False,False,False,True,True,False,False,False
144978.0,281,1,False,False,True,False,False,True,False,False,False,True
718445.0,26,2,False,True,False,True,False,False,False,False,True,False
119459.0,289,1,True,False,False,False,False,True,False,False,False,True
759204.0,107,0,True,False,False,False,False,True,True,False,False,False
143730.0,461,2,False,True,False,False,False,True,False,True,False,False
58026.0,236,4,True,False,False,True,False,False,False,False,True,False
367783.0,472,1,True,False,False,False,True,False,False,False,False,True
112916.0,395,1,False,False,True,False,False,True,False,False,False,True
342697.0,252,2,False,False,True,False,False,True,False,True,False,False
6153.0,488,2,True,False,False,False,False,True,False,False,True,False
163775.0,210,3,True,False,False,False,False,True,True,False,False,False
93758.0,403,1,True,False,False,True,False,False,False,True,False,False
45437.0,446,1,False,False,True,True,False,False,False,True,False,False
83794.0,482,0,False,False,True,False,True,False,False,False,False,True
81761.0,188,7,True,False,False,False,False,True,False,True,False,False
153648.0,462,0,False,False,True,False,True,False,False,False,False,True
31546.0,279,0,False,True,False,False,True,False,False,False,True,False
237882.0,243,2,True,False,False,False,False,True,True,False,False,False
838574.0,121,1,True,False,False,True,False,False,False,False,True,False
228003.0,495,0,False,False,True,True,False,False,False,False,False,True
429676.0,497,1,True,False,False,False,True,False,True,False,False,False
605297.0,75,0,True,False,False,False,True,False,False,False,False,True
717686.0,347,1,False,False,True,False,False,True,False,False,False,True
1535193.0,358,0,False,True,False,False,False,True,False,False,False,True
89407.0,446,2,False,True,False,False,True,False,False,False,False,True
68722.0,254,2,False,False,True,True,False,False,False,False,True,False
416715.0,254,3,False,False,True,True,False,False,False,False,False,True
380758.0,477,1,True,False,False,False,False,True,True,False,False,False
412838.0,457,2,False,False,True,True,False,False,True,False,False,False
271411.0,58,3,False,False,True,False,False,True,False,False,False,True
50188.0,355,0,False,False,True,False,True,False,False,True,False,False
2110394.0,199,1,True,False,False,True,False,False,True,False,False,False
108678.0,302,2,False,True,False,False,False,True,False,False,True,False
112436.0,186,1,True,False,False,False,False,True,False,True,False,False
107355.0,461,1,True,False,False,False,True,False,False,False,True,False
75066.0,170,0,True,False,False,False,True,False,False,True,False,False
67824.0,159,0,False,False,True,False,True,False,False,False,False,True
86817.0,79,2,False,False,True,False,False,True,False,False,False,True
31604.0,42,1,True,False,False,False,False,True,False,True,False,False
63425.0,293,3,False,False,True,False,True,False,False,True,False,False
1687495.0,353,3,True,False,False,False,False,True,False,False,False,True
393480.0,269,1,False,False,True,False,False,True,False,True,False,False
494392.0,331,1,True,False,False,False,False,True,False,True,False,False
668406.0,86,1,True,False,False,False,False,True,False,True,False,False
1470277.0,119,2,False,True,False,True,False,False,False,True,False,False
19425.0,314,2,True,False,False,False,False,True,False,True,False,False
62040.0,148,1,False,False,True,False,True,False,True,False,False,False
92626.0,44,2,False,True,False,False,True,False,False,True,False,False
113473.0,432,4,True,False,False,False,True,False,False,True,False,False
95190.0,403,0,True,False,False,False,False,True,True,False,False,False
169796.0,339,2,False,False,True,False,True,False,True,False,False,False
68364.0,209,4,True,False,False,False,False,True,False,True,False,False
11960.0,334,1,False,False,True,False,True,False,False,True,False,False
49442.0,160,4,False,True,False,False,True,False,False,True,False,False
84197.0,43,5,True,False,False,False,True,False,False,True,False,False
41957.0,376,0,True,False,False,False,True,False,False,True,False,False
90313.0,41,0,True,False,False,False,False,True,False,False,True,False
41891.0,281,1,False,True,False,False,False,True,False,False,False,True
139947.0,333,1,True,False,False,False,False,True,False,False,True,False
44904.0,319,1,True,False,False,False,False,True,False,True,False,False
58766.0,133,1,False,False,True,True,False,False,False,True,False,False
33846.0,421,1,True,False,False,False,True,False,False,False,False,True
57542.0,325,1,True,False,False,False,True,False,True,False,False,False
483178.0,87,4,False,True,False,False,True,False,False,False,False,True
264877.0,85,1,False,True,False,False,True,False,True,False,False,False
149668.0,69,0,False,False,True,False,True,False,False,True,False,False
256947.0,377,2,True,False,False,False,False,True,False,False,False,True
372816.0,89,0,True,False,False,False,True,False,True,False,False,False
193151.0,383,2,False,False,True,False,False,True,False,False,False,True
282537.0,267,1,True,False,False,False,True,False,False,False,True,False
191048.0,230,3,True,False,False,False,True,False,False,False,False,True
366150.0,55,1,True,False,False,False,True,False,False,False,False,True
62559.0,82,2,True,False,False,False,False,True,False,True,False,False
93894.0,63,2,False,False,True,True,False,False,False,False,True,False
247517.0,336,2,True,False,False,False,False,True,False,False,True,False
245369.0,230,0,True,False,False,False,True,False,False,True,False,False
299280.0,390,2,False,False,True,True,False,False,False,False,False,True
50547.0,335,3,False,False,True,True,False,False,False,True,False,False
214376.0,181,2,True,False,False,False,False,True,False,False,True,False
68238.0,93,1,False,True,False,False,True,False,True,False,False,False
148153.0,21,3,False,False,True,False,False,True,False,True,False,False
91474.0,41,0,True,False,False,True,False,False,False,False,False,True
168749.0,427,4,True,False,False,True,False,False,False,False,False,True
186163.0,348,1,True,False,False,True,False,False,False,False,True,False
94086.0,298,1,True,False,False,True,False,False,False,False,True,False
857182.0,281,2,True,False,False,False,True,False,False,True,False,False
220233.0,187,1,False,True,False,False,False,True,False,False,False,True
32549.0,123,1,False,False,True,True,False,False,False,True,False,False
310582.0,416,2,False,False,True,False,False,True,False,False,False,True
1050880.0,35,2,False,True,False,False,False,True,False,False,False,True
842170.0,246,1,True,False,False,False,True,False,False,False,True,False
392900.0,319,4,True,False,False,False,True,False,False,False,False,True
897086.0,181,2,False,False,True,False,False,True,False,False,False,True
173522.0,242,2,False,True,False,False,True,False,True,False,False,False
345837.0,46,2,False,False,True,False,True,False,False,False,False,True
71903.0,274,2,True,False,False,False,True,False,False,False,True,False
231126.0,487,3,False,True,False,False,True,False,False,False,False,True
802463.0,22,1,True,False,False,False,False,True,False,False,True,False
80233.0,325,2,False,True,False,False,True,False,False,True,False,False
57888.0,115,2,False,True,False,False,False,True,False,False,False,True
182953.0,135,1,True,False,False,False,True,False,False,False,False,True
123996.0,345,2,False,False,True,True,False,False,False,False,True,False
94475.0,139,1,True,False,False,False,False,True,False,True,False,False
1279689.0,488,0,False,False,True,False,False,True,False,False,False,True
34627.0,325,1,False,False,True,False,True,False,False,True,False,False
732693.0,265,2,False,True,False,True,False,False,False,False,False,True
65002.0,450,1,False,False,True,False,False,True,False,False,True,False
216523.0,308,3,False,True,False,False,True,False,False,True,False,False
119907.0,412,1,False,True,False,True,False,False,False,True,False,False
42979.0,133,4,True,False,False,False,False,True,False,False,False,True
21641.0,265,1,False,True,False,False,True,False,False,False,False,True
524922.0,215,2,False,True,False,True,False,False,True,False,False,False
328386.0,56,1,True,False,False,False,False,True,False,False,False,True
174215.0,226,0,True,False,False,False,False,True,False,True,False,False
289126.0,328,0,True,False,False,False,False,True,True,False,False,False
157526.0,400,0,False,False,True,False,False,True,False,True,False,False
29270.0,472,0,True,False,False,False,True,False,False,True,False,False
29582.0,359,2,True,False,False,False,True,False,True,False,False,False
127542.0,132,4,False,False,True,False,False,True,False,False,False,True
134217.0,40,2,False,True,False,True,False,False,True,False,False,False
451883.0,481,1,True,False,False,False,True,False,False,False,False,True
336435.0,162,2,True,False,False,False,False,True,False,False,False,True
116269.0,465,0,True,False,False,False,False,True,False,False,False,True
31046.0,295,3,False,True,False,True,False,False,False,True,False,False
266862.0,45,1,False,True,False,False,False,True,True,False,False,False
305652.0,315,1,False,False,True,False,True,False,True,False,False,False
9263.0,407,0,True,False,False,True,False,False,False,False,False,True
59802.0,294,2,False,False,True,False,False,True,False,False,True,False
187591.0,382,3,False,True,False,False,False,True,False,False,True,False
155475.0,187,2,False,False,True,False,True,False,False,False,False,True
126419.0,45,3,False,False,True,False,True,False,False,False,False,True
134460.0,263,3,True,False,False,True,False,False,True,False,False,False
75600.0,30,0,False,False,True,False,True,False,True,False,False,False
256807.0,84,1,True,False,False,True,False,False,False,True,False,False
322973.0,490,2,False,False,True,False,True,False,False,False,False,True
64554.0,216,1,False,False,True,True,False,False,False,True,False,False
111578.0,481,0,True,False,False,False,False,True,False,False,True,False
1020928.0,187,6,False,False,True,True,False,False,False,False,False,True
75316.0,391,2,False,False,True,False,False,True,False,False,False,True
14301.0,46,0,False,False,True,False,True,False,False,False,False,True
263718.0,468,0,True,False,False,False,True,False,False,False,False,True
219313.0,129,3,False,False,True,False,False,True,False,True,False,False
169613.0,412,1,True,False,False,False,False,True,True,False,False,False
75306.0,127,3,True,False,False,True,False,False,True,False,False,False
156141.0,10,0,True,False,False,False,False,True,False,False,True,False
113230.0,433,1,True,False,False,False,False,True,False,False,False,True
203020.0,217,2,True,False,False,False,True,False,False,True,False,False
338386.0,163,1,True,False,False,True,False,False,False,True,False,False
107967.0,180,2,True,False,False,False,True,False,True,False,False,False
40775.0,324,0,True,False,False,False,False,True,False,False,False,True
104397.0,316,1,False,True,False,False,False,True,False,True,False,False
3025.0,116,2,True,False,False,True,False,False,False,False,False,True
80156.0,152,0,False,False,True,False,True,False,False,False,False,True
147525.0,17,0,True,False,False,False,True,False,False,False,False,True
247016.0,106,1,False,False,True,False,True,False,True,False,False,False
38179.0,21,0,True,False,False,False,True,False,False,False,False,True
130015.0,11,3,True,False,False,False,False,True,False,True,False,False
752771.0,443,5,True,False,False,False,False,True,False,False,False,True
254091.0,358,2,True,False,False,True,False,False,False,False,True,False
158985.0,16,0,False,False,True,False,True,False,False,True,False,False
84730.0,21,1,False,True,False,False,True,False,False,True,False,False
30871.0,66,2,True,False,False,False,True,False,False,False,False,True
331593.0,87,1,True,False,False,False,False,True,False,False,False,True
438304.0,242,1,True,False,False,False,True,False,False,True,False,False
515716.0,288,3,True,False,False,False,False,True,True,False,False,False
21857.0,39,0,False,False,True,False,True,False,False,False,False,True
58301.0,323,2,True,False,False,False,True,False,False,True,False,False
18485.0,104,1,False,True,False,False,True,False,True,False,False,False
3046509.0,65,1,False,True,False,False,True,False,False,False,False,True
338206.0,19,3,True,False,False,False,False,True,False,False,False,True
440171.0,156,0,False,False,True,False,False,True,False,False,False,True
66822.0,373,2,True,False,False,False,True,False,False,True,False,False
102937.0,96,2,True,False,False,False,False,True,True,False,False,False
329761.0,262,1,False,False,True,False,False,True,False,True,False,False
275132.0,196,1,False,False,True,False,True,False,False,False,False,True
81405.0,437,3,True,False,False,False,False,True,False,False,False,True
26582.0,242,2,True,False,False,False,True,False,False,False,False,True
8413208.0,262,3,True,False,False,False,False,True,False,False,True,False
186465.0,349,1,True,False,False,False,False,True,False,False,False,True
121628.0,13,2,True,False,False,True,False,False,True,False,False,False
188579.0,362,0,False,True,False,False,False,True,False,False,False,True
762484.0,121,2,False,False,True,False,False,True,False,False,False,True
140160.0,202,1,False,False,True,False,False,True,False,False,True,False
40326.0,150,1,True,False,False,True,False,False,False,False,False,True
134058.0,332,2,True,False,False,False,False,True,False,True,False,False
93220.0,149,2,True,False,False,False,True,False,True,False,False,False
898677.0,358,0,True,False,False,True,False,False,False,False,True,False
663539.0,448,2,True,False,False,False,False,True,True,False,False,False
185170.0,454,2,False,False,True,True,False,False,False,False,False,True
35085.0,104,3,False,False,True,True,False,False,False,False,True,False
165735.0,429,2,True,False,False,False,False,True,False,False,True,False
243674.0,11,0,False,True,False,False,True,False,False,False,False,True
91473.0,159,5,True,False,False,False,True,False,True,False,False,False
79909.0,50,1,True,False,False,False,False,True,False,True,False,False
158249.0,360,2,False,False,True,False,True,False,False,False,False,True
9327.0,125,1,False,True,False,False,True,False,True,False,False,False
43408.0,129,2,True,False,False,False,False,True,False,False,True,False
76691.0,246,3,False,True,False,False,True,False,False,False,True,False
693151.0,279,2,False,True,False,False,True,False,False,True,False,False
213598.0,443,2,True,False,False,False,False,True,False,False,True,False
772587.0,18,1,False,True,False,False,True,False,False,True,False,False
151903.0,127,2,False,False,True,False,False,True,False,False,False,True
91988.0,361,1,True,False,False,False,True,False,False,False,True,False
73380.0,324,1,False,False,True,False,True,False,False,False,False,True
121872.0,321,3,True,False,False,False,False,True,True,False,False,False
96680.0,484,0,False,False,True,False,False,True,False,False,True,False
269513.0,34,2,False,True,False,False,True,False,False,True,False,False
331095.0,182,2,False,True,False,True,False,False,False,True,False,False
737588.0,234,3,True,False,False,False,True,False,True,False,False,False
1521859.0,20,2,False,False,True,False,True,False,False,False,False,True
189018.0,110,1,True,False,False,True,False,False,True,False,False,False
608868.0,274,2,True,False,False,False,False,True,True,False,False,False
106725.0,400,0,False,False,True,False,True,False,False,False,True,False
674690.0,336,1,True,False,False,False,False,True,False,False,False,True
545850.0,92,0,False,True,False,False,False,True,False,True,False,False
72982.0,379,0,False,False,True,True,False,False,False,True,False,False
155120.0,354,4,True,False,False,True,False,False,True,False,False,False
1024397.0,270,1,True,False,False,True,False,False,False,True,False,False
448087.0,320,2,False,True,False,False,False,True,True,False,False,False
115795.0,228,1,False,True,False,False,False,True,True,False,False,False
789862.0,98,1,True,False,False,True,False,False,False,False,True,False
37523.0,24,3,False,False,True,True,False,False,False,False,False,True
54244.0,255,1,True,False,False,True,False,False,False,False,False,True
60861.0,185,2,True,False,False,True,False,False,False,False,False,True
243657.0,13,0,True,False,False,True,False,False,True,False,False,False
230509.0,343,0,False,False,True,False,True,False,False,False,False,True
261134.0,385,1,False,False,True,False,True,False,True,False,False,False
332800.0,378,1,True,False,False,False,True,False,False,True,False,False
37729.0,30,0,False,False,True,False,False,True,True,False,False,False
261865.0,217,0,False,False,True,True,False,False,False,False,False,True
24722.0,146,2,False,False,True,False,False,True,False,True,False,False
522099.0,331,0,True,False,False,False,True,False,True,False,False,False
868152.0,372,2,True,False,False,False,True,False,True,False,False,False
1054517.0,472,1,False,False,True,False,True,False,False,False,False,True
203701.0,428,1,False,False,True,False,True,False,False,True,False,False
344937.0,225,6,True,False,False,False,False,True,False,False,False,True
842258.0,377,1,False,False,True,False,True,False,False,False,False,True
617117.0,188,2,False,False,True,False,True,False,False,False,False,True
226494.0,255,1,False,False,True,False,False,True,False,True,False,False
487212.0,137,1,False,False,True,False,False,True,False,False,False,True
203478.0,367,0,True,False,False,False,False,True,True,False,False,False
771050.0,87,2,True,False,False,False,False,True,False,False,True,False
27425.0,302,0,True,False,False,False,True,False,True,False,False,False
929416.0,271,1,False,False,True,False,False,True,False,True,False,False
52207.0,91,3,False,False,True,False,False,True,False,False,False,True
732098.0,351,0,True,False,False,False,False,True,False,False,True,False
146051.0,347,4,True,False,False,True,False,False,False,True,False,False
667446.0,316,1,True,False,False,False,True,False,False,False,False,True
635217.0,75,0,True,False,False,False,False,True,False,True,False,False
272712.0,105,3,False,False,True,False,True,False,False,False,False,True
14522.0,18,2,False,True,False,False,True,False,False,True,False,False
187587.0,406,3,True,False,False,False,False,True,False,False,True,False
42647.0,493,1,True,False,False,False,False,True,False,False,False,True
199870.0,366,1,True,False,False,False,True,False,False,False,False,True
41294.0,195,1,False,False,True,False,False,True,False,False,True,False
1116737.0,40,2,True,False,False,False,True,False,False,False,True,False
161948.0,328,1,False,True,False,False,False,True,False,True,False,False
322498.0,68,2,False,True,False,False,True,False,False,False,True,False
72311.0,19,1,False,False,True,False,False,True,False,False,False,True
536321.0,354,2,False,True,False,True,False,False,True,False,False,False
98340.0,365,0,False,True,False,False,True,False,True,False,False,False
80067.0,291,0,False,False,True,True,False,False,True,False,False,False
241450.0,246,1,False,True,False,False,True,False,False,False,True,False
85405.0,342,1,False,False,True,True,False,False,False,True,False,False
285566.0,26,1,True,False,False,True,False,False,True,False,False,False
700261.0,433,4,True,False,False,False,True,False,True,False,False,False
68653.0,333,0,True,False,False,True,False,False,False,False,False,True
139150.0,32,2,True,False,False,False,True,False,False,True,False,False
283112.0,428,1,True,False,False,True,False,False,False,False,False,True
96468.0,468,1,False,False,True,False,False,True,False,True,False,False
597144.0,216,3,False,False,True,False,False,True,False,False,True,False
78654.0,54,1,True,False,False,False,True,False,False,False,False,True
52505.0,430,1,True,False,False,False,False,True,True,False,False,False
112522.0,462,3,True,False,False,False,True,False,False,True,False,False
50955.0,412,1,False,False,True,False,True,False,False,False,False,True
320423.0,340,3,True,False,False,False,True,False,False,False,False,True
165230.0,406,0,True,False,False,False,True,False,True,False,False,False
22830.0,197,3,False,False,True,False,False,True,True,False,False,False
3362005.0,149,0,False,False,True,True,False,False,False,False,False,True
80157.0,18,3,False,True,False,False,True,False,False,True,False,False
140843.0,243,3,True,False,False,True,False,False,False,False,True,False
291719.0,86,5,False,True,False,False,False,True,False,False,False,True
43148.0,349,1,True,False,False,False,False,True,False,False,True,False
183870.0,253,1,False,False,True,True,False,False,True,False,False,False
84700.0,342,4,False,False,True,False,True,False,False,False,False,True
61992.0,227,3,False,True,False,False,False,True,False,False,True,False
213405.0,456,0,False,True,False,False,False,True,True,False,False,False
34969.0,486,1,False,False,True,True,False,False,False,False,False,True
66266.0,294,3,True,False,False,False,True,False,False,False,False,True
360746.0,159,1,False,True,False,False,False,True,False,False,False,True
3696792.0,338,2,True,False,False,False,False,True,False,False,False,True
104764.0,412,1,True,False,False,False,False,True,True,False,False,False
169043.0,303,1,True,False,False,True,False,False,False,False,True,False
107011.0,104,2,True,False,False,False,False,True,False,False,True,False
481023.0,262,1,False,True,False,True,False,False,True,False,False,False
211286.0,48,2,False,False,True,False,False,True,False,False,True,False
111599.0,264,1,True,False,False,False,True,False,False,False,False,True
798588.0,63,1,False,False,True,False,True,False,False,False,True,False
133281.0,425,1,False,False,True,False,True,False,False,True,False,False
2219482.0,119,0,True,False,False,False,False,True,False,False,False,True
18215.0,263,1,True,False,False,False,False,True,False,False,False,True
67071.0,121,2,False,True,False,False,True,False,False,False,False,True
